num,id,text,score,polarity,like,comment,shared,date_time,img_src,url
31,3765903296842135,"ยิงสักสองชั่วโมง

ยิงสักสองชั่วโมง

YOUTUBE.COM
ยิงสักสองชั่วโมง
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ยิงสักสองชั่วโมง",0,neutral,0,0,0,2021-05-08 22:13:26,https://i.ytimg.com/vi/Bt0gjSJudh4/maxresdefault_live.jpg,
32,3764664926965972,"วันดี ๆ ได้เล่นเกมที่ชื่นชอบก็สุขใจ แต่ไม่ได้ลืมแชร์นะ

วันดี ๆ ได้เล่นเกมที่ชื่นชอบก็สุขใจ แต่ไม่ได้ลืมแชร์นะ

YOUTUBE.COM
ไม่รอช้า คว้าของมาขาย - RESIDENT EVIL: VILLAGE - Part 2
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ไม่รอช้า คว้าของมาขาย - RESIDENT EVIL: VILLAGE - Part 2",0.5,positive,0,0,0,2021-05-08 12:21:08,https://i.ytimg.com/vi/acIK65-E07k/maxresdefault.jpg,
33,3761978227234642,"ผมจะลืมแชร์ได้ยังไงเกมโปรดแบบนี้ ไม่มีทางง่ะ อย่ามาบอกว่าผมลืมแชร์

ผมจะลืมแชร์ได้ยังไงเกมโปรดแบบนี้ ไม่มีทางง่ะ อย่ามาบอกว่าผมลืมแชร์

YOUTUBE.COM
เมื่อลูกหาย เราจึงเข้าป่า - RESIDENT EVIL: VILLAGE - Part 1
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เมื่อลูกหาย เราจึงเข้าป่า - RESIDENT EVIL: VILLAGE - Part 1",0.5,positive,0,0,0,2021-05-07 15:04:59,https://i.ytimg.com/vi/2PEySJKI3pg/maxresdefault.jpg,
34,3756807377751727,"เซิฟเปิดสองทุ่ม อะรี ๆ ๆ ๆ ๆๆ ๆ ๆ ๆๆ ๆๆ

เซิฟเปิดสองทุ่ม อะรี ๆ ๆ ๆ ๆๆ ๆ ๆ ๆๆ ๆๆ

YOUTUBE.COM
Night of the Dead ตอนที่ 5 (ธุรกิจโครงการอสังหาฯ)
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
Night of the Dead ตอนที่ 5 (ธุรกิจโครงการอสังหาฯ)",0,neutral,0,0,0,2021-05-05 19:33:49,https://i.ytimg.com/vi/KMCUUoUe1zU/maxresdefault_live.jpg,
35,3756490637783401,"สตรีมสดแล้วตอนนี้

สตรีมสดแล้วตอนนี้

YOUTUBE.COM
ยอดนักสืบไม่จิ๋ว โคเอก - Among Us Highlight #15
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ยอดนักสืบไม่จิ๋ว โคเอก - Among Us Highlight #15",1.5,positive,0,0,0,2021-05-05 17:05:26,https://i.ytimg.com/vi/rwzOsYnkj14/maxresdefault.jpg,
36,3753896928042772,"เตรียม!

เตรียม!

YOUTUBE.COM
เล่นไม่ค่อยเป็นก็ต้องฝึกสิครับพรี่น้อง | Teamfight Tactics
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เล่นไม่ค่อยเป็นก็ต้องฝึกสิครับพรี่น้อง | Teamfight Tactics",1.5,positive,0,0,0,2021-05-04 19:46:15,https://i.ytimg.com/vi/xudWEWxidO8/maxresdefault_live.jpg,
37,3753160454783086,"ดีนะเมื่อวานไม่เกิดเหตุการณ์ภาพจำขึ้น 5555555555
cr. Everything is Cartoon

ดีนะเมื่อวานไม่เกิดเหตุการณ์ภาพจำขึ้น 5555555555
cr. Everything is Cartoon

",1.5,positive,0,0,0,2021-05-04 13:40:20,,
38,3751151448317320,"เจอได้

เจอได้

YOUTUBE.COM
Night of the Dead ตอนที่ 4 (บ้านต้องไม่แตก)
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
Night of the Dead ตอนที่ 4 (บ้านต้องไม่แตก)",1.5,positive,0,0,0,2021-05-03 20:34:35,https://i.ytimg.com/vi/U11ftGHi--w/maxresdefault_live.jpg,
39,3748517115247420,"อยากเล่นต้องได้เล่น

อยากเล่นต้องได้เล่น

YOUTUBE.COM
LIVE - Apex Legends #15 - หาค่ากลางให้ได้
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #15 - หาค่ากลางให้ได้",2.5,positive,0,0,0,2021-05-02 19:48:58,https://i.ytimg.com/vi/MQYu_zUj-P4/maxresdefault_live.jpg,
40,3747753405323791,"เท่ไม่มากแต่ท่ายากก็เยอะอยู่

เท่ไม่มากแต่ท่ายากก็เยอะอยู่

YOUTUBE.COM
FUSE GAMEPLAY By HRK | Apex Legends
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
FUSE GAMEPLAY By HRK | Apex Legends",0.0,neutral,0,0,0,2021-05-02 12:23:36,https://i.ytimg.com/vi/QTRcjpcTJTg/maxresdefault.jpg,
41,3745966478835817,"กลางค่ำกลางคืน

กลางค่ำกลางคืน

YOUTUBE.COM
Night of the Dead ตอนที่ 3 (ไม่เอาบ้านใหม่แล้วนะ)
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
Night of the Dead ตอนที่ 3 (ไม่เอาบ้านใหม่แล้วนะ)",0,neutral,0,0,0,2021-05-01 19:52:03,https://i.ytimg.com/vi/9wWicfILLoM/maxresdefault_live.jpg,
42,3745547808877684,"มา ๆ

มา ๆ

YOUTUBE.COM
เล่นยังไง Team Fight Tactics
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เล่นยังไง Team Fight Tactics",1.5,positive,0,0,0,2021-05-01 15:53:29,https://i.ytimg.com/vi/fte5TQPohMA/maxresdefault_live.jpg,
43,3740533369379128,"ไม่มีสร้างบ้าน

ไม่มีสร้างบ้าน

YOUTUBE.COM
Night of the Dead ตอนที่ 2 (กับดักมีไว้ใช้)
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
Night of the Dead ตอนที่ 2 (กับดักมีไว้ใช้)",0,neutral,0,0,0,2021-04-29 19:57:25,https://i.ytimg.com/vi/jhX572rRgxc/maxresdefault_live.jpg,
44,3734896193276179,"ไม่เป็นไรเพื่อน

ไม่เป็นไรเพื่อน

YOUTUBE.COM
Night of the Dead ตอนที่ 1 (อะรี ๆ ๆ ๆๆ ๆ ๆๆ ๆๆ ๆ )
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
Night of the Dead ตอนที่ 1 (อะรี ๆ ๆ ๆๆ ๆ ๆๆ ๆๆ ๆ )",0,neutral,0,0,0,2021-04-27 19:50:07,https://i.ytimg.com/vi/oXKb8T6M1iQ/maxresdefault_live.jpg,
45,3732404123525386,"วอร์ม ๆ

วอร์ม ๆ

YOUTUBE.COM
LIVE - Apex Legends #14 - วันนี้ยังไม่ได้เล่นเลย อยากเล่นจัง
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #14 - วันนี้ยังไม่ได้เล่นเลย อยากเล่นจัง",2.5,positive,0,0,0,2021-04-26 20:55:18,https://i.ytimg.com/vi/OFc2LAVNui0/maxresdefault_live.jpg,
46,3729711647127967,"นอกจากลงคลิปแล้วยังมีไลฟ์อีกเหรอ

นอกจากลงคลิปแล้วยังมีไลฟ์อีกเหรอ

YOUTUBE.COM
การเล่นเกม กลางคืนแห่งตายแล้ว
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
การเล่นเกม กลางคืนแห่งตายแล้ว",0.0,neutral,0,0,0,2021-04-25 21:16:05,https://i.ytimg.com/vi/Siajb4WBtuA/maxresdefault_live.jpg,
47,3729424917156640,"หิวน้ามมมมมมมมมมมมมมมมมมมมม

หิวน้ามมมมมมมมมมมมมมมมมมมมม

YOUTUBE.COM
หิวน้ำก็ไปกินน้ำ อย่ามากินเลือด! - RESIDENT EVIL: VILLAGE DEMO 3 - PS5
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
หิวน้ำก็ไปกินน้ำ อย่ามากินเลือด! - RESIDENT EVIL: VILLAGE DEMO 3 - PS5",1.0,positive,0,0,0,2021-04-25 18:56:42,https://i.ytimg.com/vi/fv0pCYneEj0/maxresdefault.jpg,
48,3726849700747495,"สวัสดี

สวัสดี

YOUTUBE.COM
ดบดลในปี 2021 ตอนที่ 3
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ดบดลในปี 2021 ตอนที่ 3",0,neutral,0,0,0,2021-04-24 20:17:38,https://i.ytimg.com/vi/8TDAB_xTgn0/maxresdefault_live.jpg,
49,3721318267967305,"หาช็อตเหล่ท่อ

หาช็อตเหล่ท่อ

YOUTUBE.COM
LIVE - Apex Legends #13 - ชิลมากครับ
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #13 - ชิลมากครับ",0,neutral,0,0,0,2021-04-22 20:22:35,https://i.ytimg.com/vi/kDQN5skQ31E/maxresdefault_live.jpg,
50,3716035418495590,"นานเลยครับ

นานเลยครับ

YOUTUBE.COM
LIVE - Apex Legends #12 - ลองทามโนเพลย์
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #12 - ลองทามโนเพลย์",0,neutral,0,0,0,2021-04-20 20:56:01,https://i.ytimg.com/vi/IFQbHZfo6Cs/maxresdefault_live.jpg,
51,3713471582085307,"ยามดึก

ยามดึก

YOUTUBE.COM
ดบดล 2021 ตอนที่ 2
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ดบดล 2021 ตอนที่ 2",0,neutral,0,0,0,2021-04-19 21:39:47,https://i.ytimg.com/vi/VRDBt30zD2k/maxresdefault_live.jpg,
52,3713162448782887,"ฉากจอห์นวิคในตำนานได้มาถึงแล้ว

ฉากจอห์นวิคในตำนานได้มาถึงแล้ว

YOUTUBE.COM
ฉากแอคชั่น 3 น่องไก่ในตำนาน! - Among Us Highlight #14
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ฉากแอคชั่น 3 น่องไก่ในตำนาน! - Among Us Highlight #14",0,neutral,0,0,0,2021-04-19 19:17:53,https://i.ytimg.com/vi/pKy8UtZnVpc/maxresdefault.jpg,
53,3710506059048526,"จัดไปครับสำหรับผีอพาร์ตเมนต์ภาคใหม่..... ที่ยังไม่มา อันนี้เดโม(อีกแล้ว)

จัดไปครับสำหรับผีอพาร์ตเมนต์ภาคใหม่..... ที่ยังไม่มา อันนี้เดโม(อีกแล้ว)

YOUTUBE.COM
30นาทีแห่งความเดือดดาล! - RESIDENT EVIL: VILLAGE DEMO 2 - PS5
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
30นาทีแห่งความเดือดดาล! - RESIDENT EVIL: VILLAGE DEMO 2 - PS5",-1.5,negative,0,0,0,2021-04-18 19:47:09,https://i.ytimg.com/vi/2BJoHBTNiqQ/maxresdefault.jpg,
54,3707850269314105,"สวัสดีครับผม

สวัสดีครับผม

YOUTUBE.COM
LIVE - Among Us #46 - ไม่ได้เล่นนานประมาณ3ปี
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Among Us #46 - ไม่ได้เล่นนานประมาณ3ปี",1.5,positive,0,0,0,2021-04-17 19:55:04,https://i.ytimg.com/vi/M0wPGrPUSUc/maxresdefault_live.jpg,
55,3706977466068052,"มาถึงตอนจบแล้วครับสำหรับเอวลอย ประทับใจและรอคอยภาคต่ออย่างใจจดใจจ่อ ขอบคุณทุกคนที่เข้ามาดูครับ

มาถึงตอนจบแล้วครับสำหรับเอวลอย ประทับใจและรอคอยภาคต่ออย่างใจจดใจจ่อ ขอบคุณทุกคนที่เข้ามาดูครับ

YOUTUBE.COM
ขอแค่เจอก็สุขใจ - Horizon: Zero Dawn - Part 12(ตอนจบ)
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ขอแค่เจอก็สุขใจ - Horizon: Zero Dawn - Part 12(ตอนจบ)",4.5,positive,0,0,0,2021-04-17 12:10:34,https://i.ytimg.com/vi/W21sn5xkQTE/maxresdefault.jpg,
56,3704320709667061,"เจ้มจ้นจินจุ้ง

เจ้มจ้นจินจุ้ง

YOUTUBE.COM
ไม่มากความไม่เวิ่นเว้อ - Horizon: Zero Dawn - Part 11
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ไม่มากความไม่เวิ่นเว้อ - Horizon: Zero Dawn - Part 11",0,neutral,0,0,0,2021-04-16 13:15:28,https://i.ytimg.com/vi/8wmUN_UTK4k/maxresdefault.jpg,
57,3701662046599594,"อื้มมมมมมมมมมมมม อาหร่อยยยยยยยยย

อื้มมมมมมมมมมมมม อาหร่อยยยยยยยยย

YOUTUBE.COM
ซาเล้งคุณภาพที่คุณไม่ไว้วางใจ - Among Us Highlight #13
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ซาเล้งคุณภาพที่คุณไม่ไว้วางใจ - Among Us Highlight #13",0,neutral,0,0,0,2021-04-15 14:43:11,https://i.ytimg.com/vi/ILyL6dsX2t0/maxresdefault.jpg,
58,3699639670135165,"อ่าว อยู่ ๆ ก็ใา

อ่าว อยู่ ๆ ก็ใา

YOUTUBE.COM
การละเล่นดบดล 2021 #1
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
การละเล่นดบดล 2021 #1",0,neutral,0,0,0,2021-04-14 20:50:38,https://i.ytimg.com/vi/kt_wDFteoAI/maxresdefault_live.jpg,
59,3698765500222582,"เนื้อเรื่องแบบเน้น ๆ

เนื้อเรื่องแบบเน้น ๆ

YOUTUBE.COM
เดี๋ยวขมับซะให้เบลอ - Horizon: Zero Dawn - Part 10
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เดี๋ยวขมับซะให้เบลอ - Horizon: Zero Dawn - Part 10",1.5,positive,0,0,0,2021-04-14 12:45:34,https://i.ytimg.com/vi/qR45lldj1cI/maxresdefault.jpg,
60,3693955417370257,"อ่าวววว บอกแล้วว่ามา

อ่าวววว บอกแล้วว่ามา

YOUTUBE.COM
ไอ้หมอนี่มีความลับ - Horizon: Zero Dawn - Part 9
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ไอ้หมอนี่มีความลับ - Horizon: Zero Dawn - Part 9",-1.5,negative,0,0,0,2021-04-12 19:56:38,https://i.ytimg.com/vi/4ydFcHD_NJs/maxresdefault.jpg,
61,3691237154308750,"ก็นั่นน่ะดิ

ก็นั่นน่ะดิ

YOUTUBE.COM
วันที่ 3 คือการแข่งโฮมสวีทโฮมวันสุดท้าย
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
วันที่ 3 คือการแข่งโฮมสวีทโฮมวันสุดท้าย",0,neutral,0,0,0,2021-04-11 20:26:36,https://i.ytimg.com/vi/73SYdnV6C5U/maxresdefault_live.jpg,
62,3688440497921749,"ของวันที่แส่ง

ของวันที่แส่ง

YOUTUBE.COM
มาถึงวันที่ 2 แล้วสำหรับการแข่งโฮมสวีทโฮม
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
มาถึงวันที่ 2 แล้วสำหรับการแข่งโฮมสวีทโฮม",0,neutral,0,0,0,2021-04-10 20:04:13,https://i.ytimg.com/vi/_XG66WKh4QY/maxresdefault_live.jpg,
63,3685598374872628,"มาแข่ง1

มาแข่ง1

YOUTUBE.COM
แข่งโฮมสวีทโฮมวันที่ 1 นะ
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
แข่งโฮมสวีทโฮมวันที่ 1 นะ",0,neutral,0,0,0,2021-04-09 20:24:23,https://i.ytimg.com/vi/mXT_xU-CREA/maxresdefault_live.jpg,
64,3681696251929507,"สุดยอดคลิปเกมคุณภาพระดับ 4k 60fps ออนแอร์แล้ววันนี้ ไม่ได้ลืมนะ

สุดยอดคลิปเกมคุณภาพระดับ 4k 60fps ออนแอร์แล้ววันนี้ ไม่ได้ลืมนะ

YOUTUBE.COM
คือคนไหนใครทำเธอ - Horizon: Zero Dawn - Part 8
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
คือคนไหนใครทำเธอ - Horizon: Zero Dawn - Part 8",-1.0,negative,0,0,0,2021-04-08 12:54:17,https://i.ytimg.com/vi/d5gSGMDanpQ/maxresdefault.jpg,
65,3677129542386178,"โหลืมแชร์อีกแล้วววววววววววว

โหลืมแชร์อีกแล้วววววววววววว

YOUTUBE.COM
โปรเจ็คนี้จบยังไง - Horizon: Zero Dawn - Part 7
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
โปรเจ็คนี้จบยังไง - Horizon: Zero Dawn - Part 7",-1.0,negative,0,0,0,2021-04-06 20:33:01,https://i.ytimg.com/vi/LW7jW1Eu8Ik/maxresdefault.jpg,
66,3674202346012231,"อ่าวลืมแชร์ โทษ ๆ ๆ ๆ ๆๆ ๆๆ ๆๆ ๆ ๆ

อ่าวลืมแชร์ โทษ ๆ ๆ ๆ ๆๆ ๆๆ ๆๆ ๆ ๆ

YOUTUBE.COM
ได้ยินกลิ่นหุ่นเหล็กไหล - Horizon: Zero Dawn - Part 6
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ได้ยินกลิ่นหุ่นเหล็กไหล - Horizon: Zero Dawn - Part 6",-1.0,negative,0,0,0,2021-04-05 19:51:33,https://i.ytimg.com/vi/EV7CTpLmuKY/maxresdefault.jpg,
67,3671425586289907,"เล่นอะไรก็แล้วโตได้

เล่นอะไรก็แล้วโตได้

YOUTUBE.COM
เล่นอะไรไม่รู้เดี๋ยวค่อยเปลี่ยนชื่อคลิป
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
เล่นอะไรไม่รู้เดี๋ยวค่อยเปลี่ยนชื่อคลิป",4.0,positive,0,0,0,2021-04-04 19:52:19,https://i.ytimg.com/vi/OY0rC308NhA/maxresdefault_live.jpg,
68,3668783986554067,"หัวค่ำ

หัวค่ำ

YOUTUBE.COM
LIVE - Apex Legends #11 - ตอนสิบเอ็ดแล้วหรอ
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Apex Legends #11 - ตอนสิบเอ็ดแล้วหรอ",0,neutral,0,0,0,2021-04-03 20:32:51,https://i.ytimg.com/vi/MOTmnbXHevc/maxresdefault_live.jpg,
69,3664111427021323,"สวัสดีเก้าโมงเช้าครับ

สวัสดีเก้าโมงเช้าครับ

YOUTUBE.COM
อากาศร้อนนอนกลางหิน - Horizon: Zero Dawn - Part 5
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
อากาศร้อนนอนกลางหิน - Horizon: Zero Dawn - Part 5",0,neutral,0,0,0,2021-04-02 15:42:13,https://i.ytimg.com/vi/MUu0hBd1nxw/maxresdefault.jpg,
70,3661779843921148,"มาจริง แต่หลอก

มาจริง แต่หลอก

YOUTUBE.COM
LIVE - Among Us #45 - แมพใหม่.. อันนี้มาจริง
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
LIVE - Among Us #45 - แมพใหม่.. อันนี้มาจริง",2.5,positive,0,0,0,2021-04-01 20:10:21,https://i.ytimg.com/vi/V0vbW9eAjFM/maxresdefault_live.jpg,
71,3660493110716488,"ลืมแชร์ครับ

ลืมแชร์ครับ

YOUTUBE.COM
ชุดมันสวยช่วยไม่ได้ - Horizon: Zero Dawn - Part 4
อย่าลืมกดติดตามและกดกระดิ่งไว้ด้วยนะครับ เดี๋ยวพลาดคลิปใหม่ๆ นะรับนกอ้วนไปเลี้ยง : https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ/join...

YOUTUBE.COM
ชุดมันสวยช่วยไม่ได้ - Horizon: Zero Dawn - Part 4",0.5,positive,0,0,0,2021-04-01 13:43:01,https://i.ytimg.com/vi/8nRWvY53Y90/maxresdefault.jpg,
