num,name,price,type,star,sold,send_from,img_src,url,product_id
50,พร้อมส่ง✅ [แท้💯] หมดอายุ2023 TEAZEN Corn Silk Tea 40ซอง 60g ชาไหมข้าวโพด นำเข้าจากเกาหลี,0,ร้านแนะนำ,4.95,48.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/8a43a98002ed3e2080ac5cc42088d4dc_tn,https://shopee.co.th//พร้อมส่ง✅-แท้💯-หมดอายุ2023-TEAZEN-Corn-Silk-Tea-40ซอง-60g-ชาไหมข้าวโพด-นำเข้าจากเกาหลี-i.205835543.9557811919?position=49,9557811919
51,ปลอกหมอนสีพื้น Cotton Silk ทอความละเอียด 800 เส้น/ 10 ตารางเซนติเมตร Blue sleep,0,ร้านแนะนำ,4.8856,868.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/7e4ad88f76e15d2cdfbaefc80634e373_tn,https://shopee.co.th//ปลอกหมอนสีพื้น-Cotton-Silk-ทอความละเอียด-800-เส้น-10-ตารางเซนติเมตร-Blue-sleep-i.250671427.9815651929?position=50,9815651929
52,Xiaomi pma graphene มาส์กตาทําความร้อนแบบชาร์จได้อย่างรวดเร็ว Heating Silk EyeMask 3Colors Eye Mask USB Charging,0,ร้านแนะนำ,4.25,45.0,ต่างประเทศ,https://cf.shopee.co.th/file/13fb9ceab3ec29ad3afdc690eb267906_tn,https://shopee.co.th//Xiaomi-pma-graphene-มาส์กตาทําความร้อนแบบชาร์จได้อย่างรวดเร็ว-Heating-Silk-EyeMask-3Colors-Eye-Mask-USB-Charging-i.59463676.1452035445?position=51,1452035445
53,0.07 ขนตาอ่อนนุ่ม Super C Curl Silk Lashes ขนตาปลอมแบบ 3D Makeup Eyelash Extension,0,general,4.6364,65.0,ต่างประเทศ,https://cf.shopee.co.th/file/d8da8656598329128897996838946568_tn,https://shopee.co.th//0.07-ขนตาอ่อนนุ่ม-Super-C-Curl-Silk-Lashes-ขนตาปลอมแบบ-3D-Makeup-Eyelash-Extension-i.230709728.4220398208?position=52,4220398208
54,(ใหม่/แท้) Guicami Silk Pressed Powder แป้งพัฟหน้าเด้ง คุมมัน ผิวชุ่มชื้น ปกปิด กันน้ำ หน้าเนียน เนื้อบางเบา,0,ร้านแนะนำ,5.0,16.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/3094a26a5d0c18f09a955d8e23b20909_tn,https://shopee.co.th//(ใหม่-แท้)-Guicami-Silk-Pressed-Powder-แป้งพัฟหน้าเด้ง-คุมมัน-ผิวชุ่มชื้น-ปกปิด-กันน้ำ-หน้าเนียน-เนื้อบางเบา-i.25539018.8454885812?position=53,8454885812
55,เคส OPPO R9S Plus R9 Plus R15X R17 Silk Pattern Shock Proof TPU เคสซิลิโคน สำหรับ OPPO R9S เคส เคสซิลิโคน และ ฟิล์มกระจกนิรภัย,0,ร้านแนะนำ,4.7143,42.0,ต่างประเทศ,https://cf.shopee.co.th/file/98211f1b233b98db4462e095f1466b73_tn,https://shopee.co.th//เคส-OPPO-R9S-Plus-R9-Plus-R15X-R17-Silk-Pattern-Shock-Proof-TPU-เคสซิลิโคน-สำหรับ-OPPO-R9S-เคส-เคสซิลิโคน-และ-ฟิล์มกระจกนิรภัย-i.117987402.3465113930?position=54,3465113930
56,"เครื่องเลเซอร์กำจัดขน เครื่องกำจัดขน ipl laser IPL Hair Removal Instrument จอ LED 999,999 Shot",0,general,5.0,8.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/7377ad163e67d85f0184252871bf6284_tn,https://shopee.co.th//เครื่องเลเซอร์กำจัดขน-เครื่องกำจัดขน-ipl-laser-IPL-Hair-Removal-Instrument-จอ-LED-999-999-Shot-i.313749752.11503545397?ads_keyword=ipl&adsid=9953639&campaignid=5361162&position=55,11503545397
57,Beauty Tool DP02เครื่องกำจัดขน เครื่องกำจัดขนถาวรIP,0,general,4.375,22.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/fb98b93aaa18d8d6d0eb274ac69211a5_tn,https://shopee.co.th//Beauty-Tool-DP02เครื่องกำจัดขน-เครื่องกำจัดขนถาวรIP-i.311790220.5457388310?ads_keyword=%E0%B8%AD%E0%B8%B8%E0%B8%9B%E0%B8%81%E0%B8%A3%E0%B8%93%E0%B9%8C&adsid=3584518&campaignid=2063417&position=56,5457388310
58,IPL Gel เจลไอพีแอล (500 g -1000 g) เกรดคลินิคผิวหนัง IPL กำจัดขน IPL เลเซอร์ IPL เลเซอร์กำจัดขน IPL RF IPL Ultrasound,0,general,4.9032,70.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/5daedb5fba452eced24dce4cba5a780f_tn,https://shopee.co.th//IPL-Gel-เจลไอพีแอล-(500-g-1000-g)-เกรดคลินิคผิวหนัง-IPL-กำจัดขน-IPL-เลเซอร์-IPL-เลเซอร์กำจัดขน-IPL-RF-IPL-Ultrasound-i.186142507.4770086424?ads_keyword=ipl&adsid=5731604&campaignid=3187545&position=57,4770086424
59,[พร้อมส่งใน 1 วัน] เครื่องเลเซอร์กำจัดขน Xiaomi InFace IPL Hair Removal Instrument เลเซอร์กำจัดขน เรียบเนียน ปลอดภัย,0,general,4.0,9.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/b573b0e49e06d13ce721b2687ecb3bb7_tn,https://shopee.co.th//-พร้อมส่งใน-1-วัน-เครื่องเลเซอร์กำจัดขน-Xiaomi-InFace-IPL-Hair-Removal-Instrument-เลเซอร์กำจัดขน-เรียบเนียน-ปลอดภัย-i.252927107.6257953786?ads_keyword=ipl&adsid=4130268&campaignid=2351679&position=58,6257953786
60,hair remove DP02 เครื่องเลเซอร์กำจัดขน IPL +เลเซอร์หน้า 600000shot หัวยิง3ตัว รุ่นพรีเมียม เครื่องกำจัดขนเยือกเย็นBeauty,0,general,4.9167,29.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/68712418288bbd1856ca80d9071cbc72_tn,https://shopee.co.th//hair-remove-DP02-เครื่องเลเซอร์กำจัดขน-IPL-เลเซอร์หน้า-600000shot-หัวยิง3ตัว-รุ่นพรีเมียม-เครื่องกำจัดขนเยือกเย็นBeauty-i.273965899.4357358466?ads_keyword=ipl&adsid=3635448&campaignid=2090515&position=59,4357358466
61,hair remove DP02 เครื่องเลเซอร์กำจัดขน IPL +เลเซอร์หน้า 600000shot หัวยิง3ตัว รุ่นพรีเมียม เครื่องกำจัดขนเยือกเย็นBeauty,0,general,4.9167,29.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/68712418288bbd1856ca80d9071cbc72_tn,https://shopee.co.th//hair-remove-DP02-เครื่องเลเซอร์กำจัดขน-IPL-เลเซอร์หน้า-600000shot-หัวยิง3ตัว-รุ่นพรีเมียม-เครื่องกำจัดขนเยือกเย็นBeauty-i.273965899.4357358466?ads_keyword=ipl&adsid=3635448&campaignid=2090515&position=60,4357358466
62,Miracle เครื่องเลเซอร์ขน เลเซอร์กําจัดขนถาวร เลเซอร์กำจัดขน ipl เครื่องเลเซอร์กำจัดขน ipl เครื่องกําจัดขน ipl,0,general,5.0,11.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/6a8a1141bc1c40edaaf3f379700ba2ed_tn,https://shopee.co.th//Miracle-เครื่องเลเซอร์ขน-เลเซอร์กําจัดขนถาวร-เลเซอร์กำจัดขน-ipl-เครื่องเลเซอร์กำจัดขน-ipl-เครื่องกําจัดขน-ipl-i.425065463.8574562155?ads_keyword=%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B9%80%E0%B8%A5%E0%B9%80%E0%B8%8B%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%82%E0%B8%99&adsid=11016025&campaignid=6318688&position=61,8574562155
63,*พร้อมส่ง* ไหม Silk Cotton (Set 2/2),0,ร้านแนะนำ,4.8571,316.0,จังหวัดนครสวรรค์,https://cf.shopee.co.th/file/c03d261ce9af4d5e5fad72b39234aa87_tn,https://shopee.co.th//*พร้อมส่ง*-ไหม-Silk-Cotton-(Set-2-2)-i.272717730.3339795079?ads_keyword=wkdaelpmissisiht&adsid=5938078&campaignid=3295805&position=62,3339795079
64,IPLเครื่องกำจัดขนถาวรหน้าจอแสดงผลLEDเลเซอร์กำจัดขน900000 Flash Facial Lightเครื่องกำจัดขนผู้หญิง,0,ร้านแนะนำ,4.6707,192.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/7118ed5ae6a7ee509247d1b0b7f2a389_tn,https://shopee.co.th//IPLเครื่องกำจัดขนถาวรหน้าจอแสดงผลLEDเลเซอร์กำจัดขน900000-Flash-Facial-Lightเครื่องกำจัดขนผู้หญิง-i.133725103.8115659681?ads_keyword=ipl&adsid=8133995&campaignid=4544772&position=63,8115659681
65,KOREAN SILK ชุดนอน สไตล์เกาหลี,0,general,0.0,no sold,จังหวัดชลบุรี,https://cf.shopee.co.th/file/4e65a1a44600463d4aa2b7c04e1d4d6c_tn,https://shopee.co.th//KOREAN-SILK-ชุดนอน-สไตล์เกาหลี-i.100750003.8478363749?ads_keyword=wkdaelpmissisiht&adsid=11128426&campaignid=6375914&position=64,8478363749
66,CHATI SILK SCRUNCHIES ยางมัดผมไหมมัลเบอร์รี่,0,ร้านแนะนำ,4.94,182.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/e8e48f1cb128bf8011f0601124ec7888_tn,https://shopee.co.th//CHATI-SILK-SCRUNCHIES-ยางมัดผมไหมมัลเบอร์รี่-i.102615004.4679336173?position=65,4679336173
67,SK02 (โค้ด WFYJUM ) กางเกงขายาวผ้า Silk ทรงกระบอก สีครีม,0,ร้านแนะนำ,4.7711,221.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/e097e7edd80f9063251fca2107aad9a1_tn,https://shopee.co.th//SK02-(โค้ด-WFYJUM-)-กางเกงขายาวผ้า-Silk-ทรงกระบอก-สีครีม-i.273613057.7685016394?position=66,7685016394
68,💥พร้อมส่ง💥 ยางรัดผม Slip Silk ถูกที่สุด แท้ 100%,0,ร้านแนะนำ,4.9075,1200.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/6b48054b8480896d74ea92371e4aa662_tn,https://shopee.co.th//💥พร้อมส่ง💥-ยางรัดผม-Slip-Silk-ถูกที่สุด-แท้-100--i.59311125.7037339839?position=67,7037339839
69,ผ้า cotton silk ผ้ากันน้ำ ผ้าสะท้อนน้ำ ผ้ากันไรฝุ่น ราคา/หลา ตัดแมส หน้ากากอนามัย ผ้าปูที่นอน ปลอกหมอน ชุดนอน เสื้อผ้า,0,general,4.9094,1000.0,จังหวัดสระบุรี,https://cf.shopee.co.th/file/4cd90645fb3b664f01f548450e96153d_tn,https://shopee.co.th//ผ้า-cotton-silk-ผ้ากันน้ำ-ผ้าสะท้อนน้ำ-ผ้ากันไรฝุ่น-ราคา-หลา-ตัดแมส-หน้ากากอนามัย-ผ้าปูที่นอน-ปลอกหมอน-ชุดนอน-เสื้อผ้า-i.125409834.4729689442?position=68,4729689442
70,ฟองน้ำธรรมชาติ KALLA SPONGE ชนิด Fine Silk สีน้ำตาล สำหรับอาบน้ำเด็ก (FREE EMS!!),0,ร้านแนะนำ,4.8947,157.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/133c58a950840c76cb560701c6e8eb71_tn,https://shopee.co.th//ฟองน้ำธรรมชาติ-KALLA-SPONGE-ชนิด-Fine-Silk-สีน้ำตาล-สำหรับอาบน้ำเด็ก-(FREE-EMS!!)-i.13090478.490834355?position=69,490834355
71,ยางรัดผมผ้าไหม Mulberry silk Atlizsilk mini bow scrunchies,0,ร้านแนะนำ,5.0,32.0,จังหวัดกรุงเทพมหานคร,no image,https://shopee.co.th//ยางรัดผมผ้าไหม-Mulberry-silk-Atlizsilk-mini-bow-scrunchies-i.12829467.8220529555?position=70,8220529555
72,เสื้อสายเดี่ยวไหมพรมน่ารักเซ็กซี่แต่งผ้าทรงสามเหลี่ยม Silk V camisole 32036,0,general,4.6667,24.0,จังหวัดสมุทรสาคร,no image,https://shopee.co.th//เสื้อสายเดี่ยวไหมพรมน่ารักเซ็กซี่แต่งผ้าทรงสามเหลี่ยม-Silk-V-camisole-32036-i.128534944.8454801986?position=71,8454801986
73,เคส Huawei Y9 Y9S Y7 P30 P20 Nova 3 3i 3e 5T 7i Lite Pro Prime 2018 2019 Silk Texture Cartoon Snoopy Soft Case Cover+Holder,0,ร้านแนะนำ,4.8091,2100.0,ต่างประเทศ,no image,https://shopee.co.th//เคส-Huawei-Y9-Y9S-Y7-P30-P20-Nova-3-3i-3e-5T-7i-Lite-Pro-Prime-2018-2019-Silk-Texture-Cartoon-Snoopy-Soft-Case-Cover-Holder-i.48030152.6638204684?position=72,6638204684
74,กางเกงในคนท้อง แบบ ice silk ไม่มีขอบ ใส่สบาย ผ้านุ่มลื่น ใส่แล้วเหมือนไม่ได้ใส่ มีหลากสี ไม่ทับแผลผ่าตัด แท้ 100%,0,general,4.7115,22300.0,จังหวัดกรุงเทพมหานคร,no image,https://shopee.co.th//กางเกงในคนท้อง-แบบ-ice-silk-ไม่มีขอบ-ใส่สบาย-ผ้านุ่มลื่น-ใส่แล้วเหมือนไม่ได้ใส่-มีหลากสี-ไม่ทับแผลผ่าตัด-แท้-100--i.1396504.2607323225?position=73,2607323225
75,ปลอกแขน ปลอกแขนกันแดด แขนเสื้อ กันแดด กันแสง UV แบบสวมนิ้ว Cooling  Ice Silk Sunscreen Sleeves Korean  Sports Arm Cover,0,general,4.6841,39200.0,จังหวัดกรุงเทพมหานคร,no image,https://shopee.co.th//ปลอกแขน-ปลอกแขนกันแดด-แขนเสื้อ-กันแดด-กันแสง-UV-แบบสวมนิ้ว-Cooling-Ice-Silk-Sunscreen-Sleeves-Korean-Sports-Arm-Cover-i.240553330.5335606810?position=74,5335606810
76,ยางรัดผมผ้าไหมมัลเบอร์รี่ mulberry silk Atlizsilk little 25 Scrunchies,0,ร้านแนะนำ,4.8261,62.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/946836e9593daa2f8ca3ce14fc511bc5_tn,https://shopee.co.th//ยางรัดผมผ้าไหมมัลเบอร์รี่-mulberry-silk-Atlizsilk-little-25-Scrunchies-i.12829467.8248252301?position=75,8248252301
77,เคส iphone 11 pro max 6plus 7+ case iphone 6 6s 7 8 plus 7plus 8plus เคสซิลิโคน iphone 12 mini X XR XS MAX se 2020 Cartoon luxury silk pattern soft shell,0,general,4.5182,718.0,ต่างประเทศ,https://cf.shopee.co.th/file/418cf3efc7373042953fb1e92ad11a53_tn,https://shopee.co.th//เคส-iphone-11-pro-max-6plus-7-case-iphone-6-6s-7-8-plus-7plus-8plus-เคสซิลิโคน-iphone-12-mini-X-XR-XS-MAX-se-2020-Cartoon-luxury-silk-pattern-soft-shell-i.84323046.6158665977?position=76,6158665977
78,👙กางเกงในคนท้อง ไร้ขอบ เนื้อนิ่ม เย็นสบาย ✅ผ้า ice silk แท้100% 🔥,0,ร้านแนะนำ,4.7703,1600.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/6cbab1922004a04020faf7ef2bbeaca5_tn,https://shopee.co.th//👙กางเกงในคนท้อง-ไร้ขอบ-เนื้อนิ่ม-เย็นสบาย-✅ผ้า-ice-silk-แท้100-🔥-i.14097259.9110243705?position=77,9110243705
79,MEN IN TIE เนคไทรุ่น Korean Silk สำหรับออกงานในโอกาสพิเศษ / งานแต่งงาน / เจ้าบ่าว และอื่น ๆ,0,general,4.7222,59.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/a24af0423d00848fb3994657ce1d7232_tn,https://shopee.co.th//MEN-IN-TIE-เนคไทรุ่น-Korean-Silk-สำหรับออกงานในโอกาสพิเศษ-งานแต่งงาน-เจ้าบ่าว-และอื่น-ๆ-i.194105211.5055619717?position=78,5055619717
80,💥พร้อมส่ง💥 Slip Silk ยกกล่อง ยางรัดผมผ้าไหม คุณภาพดี ญาญ่าก็ยังใช้ แท้100%,0,ร้านแนะนำ,5.0,33.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/036b87c44c53a592dbe33d622b443ad1_tn,https://shopee.co.th//💥พร้อมส่ง💥-Slip-Silk-ยกกล่อง-ยางรัดผมผ้าไหม-คุณภาพดี-ญาญ่าก็ยังใช้-แท้100--i.59311125.9556906185?position=79,9556906185
81,(ไซส์ Midi 1 ชิ้น)So Silk Mulberry Silk Scrunchies ยางรัดผมผ้าไหมมัลเบอร์รี่ ที่รัดผมผ้าไหม ยางมัดผมผ้าไหม by SoSilk,0,ร้านแนะนำ,5.0,69.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/5101aff9ac8835f9eba831548c9bab32_tn,https://shopee.co.th//(ไซส์-Midi-1-ชิ้น)So-Silk-Mulberry-Silk-Scrunchies-ยางรัดผมผ้าไหมมัลเบอร์รี่-ที่รัดผมผ้าไหม-ยางมัดผมผ้าไหม-by-SoSilk-i.281773817.5851133468?position=80,5851133468
82,(ไซส์ Mini 1 ชิ้น) ยางรัดผมผ้าไหมมัลเบอร์รี่ ที่รัดผมผ้าไหม ยางมัดผมผ้าไหม So Silk Mulberry Silk Scrunchies by SoSilk,0,ร้านแนะนำ,4.913,121.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/58f4b385edeed1ac93b4a86c3a8a9322_tn,https://shopee.co.th//(ไซส์-Mini-1-ชิ้น)-ยางรัดผมผ้าไหมมัลเบอร์รี่-ที่รัดผมผ้าไหม-ยางมัดผมผ้าไหม-So-Silk-Mulberry-Silk-Scrunchies-by-SoSilk-i.281773817.3351329619?position=81,3351329619
83,🔥ถูกที่สุด🔥 Armani luminous silk foundation แบ่งขายแท้100%,0,general,4.9091,22.0,จังหวัดสงขลา,https://cf.shopee.co.th/file/dc81268832163b18f9ada24fd0c8b2e9_tn,https://shopee.co.th//🔥ถูกที่สุด🔥-Armani-luminous-silk-foundation-แบ่งขายแท้100--i.80562493.3734456073?position=82,3734456073
84,กางเกงในผู้ชาย (3ตัว) กางเกงในกีฬา เนื้อผ้าเย็น[Ice silk] ของแท้100% ป้องกันแบคทีเรีย MiiOW กางเกงในชาย กางเกงชั้นในชาย,0,ร้านแนะนำ,4.8069,789.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/79818b3c637c51e7b6ed1a68983b4e4d_tn,https://shopee.co.th//กางเกงในผู้ชาย-(3ตัว)-กางเกงในกีฬา-เนื้อผ้าเย็น-Ice-silk-ของแท้100-ป้องกันแบคทีเรีย-MiiOW-กางเกงในชาย-กางเกงชั้นในชาย-i.95544512.9130529449?position=83,9130529449
85,🔆 ด้ายถัก ไหมถัก 3 ply สีเหลือบและสีพื้น  Silk Cotton ซิลค์คอตต้อน เส้นใยธรรมชาติสุดหรู 🔆,0,general,4.9412,81.0,จังหวัดภูเก็ต,https://cf.shopee.co.th/file/5b7ce82f9c8b9d1761c5e27d94df0a2b_tn,https://shopee.co.th//🔆-ด้ายถัก-ไหมถัก-3-ply-สีเหลือบและสีพื้น-Silk-Cotton-ซิลค์คอตต้อน-เส้นใยธรรมชาติสุดหรู-🔆-i.119334085.7333008924?position=84,7333008924
86,แท้/ส่งด่วน ✨ แผ่นมาส์กหน้า One Spring Silk Mask Moisturizing Whitening Hydrating Protein Facial,0,ร้านแนะนำ,4.8,263.0,จังหวัดพิจิตร,https://cf.shopee.co.th/file/8f530685ed0b5f93a34169852a41f3c7_tn,https://shopee.co.th//แท้-ส่งด่วน-✨-แผ่นมาส์กหน้า-One-Spring-Silk-Mask-Moisturizing-Whitening-Hydrating-Protein-Facial-i.24088246.4084797291?position=85,4084797291
87,ผ้าปูที่นอนย้อมสี รัดมุม ลายริ้ว Cotton Silk 800 เส้น กันไรฝุ่น  Blue sleep,0,ร้านแนะนำ,4.8654,105.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/d44d9d001ba1b419a6374d0db83092e0_tn,https://shopee.co.th//ผ้าปูที่นอนย้อมสี-รัดมุม-ลายริ้ว-Cotton-Silk-800-เส้น-กันไรฝุ่น-Blue-sleep-i.250671427.2916435992?position=86,2916435992
88,"Alaska Bear ผ้าปิดตา 100% Mulberry Silk Sleep Mask/Blindfold, 19 momme 600 thread counts, super smooth (Color Black)",0,general,4.9444,137.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/31acebf413dfb9df28f0f82cb8932484_tn,https://shopee.co.th//Alaska-Bear-ผ้าปิดตา-100-Mulberry-Silk-Sleep-Mask-Blindfold-19-momme-600-thread-counts-super-smooth-(Color-Black)-i.25430112.1065338045?position=87,1065338045
89,เคส VIVO Y20 Y20S Y12 Y12S Y12A Y11 Y15 Y17 Y50 Y30 Y1S Y91C Y91 Y91i Y93 Y95 Y19 V20 V15 V11 V11i V9 S1 Pro Silk Texture Cartoon Snoopy Soft Case Cover+Holder,0,ร้านแนะนำ,4.7072,1300.0,ต่างประเทศ,https://cf.shopee.co.th/file/c52cdc2f1d204583a9413004c5bb43f6_tn,https://shopee.co.th//เคส-VIVO-Y20-Y20S-Y12-Y12S-Y12A-Y11-Y15-Y17-Y50-Y30-Y1S-Y91C-Y91-Y91i-Y93-Y95-Y19-V20-V15-V11-V11i-V9-S1-Pro-Silk-Texture-Cartoon-Snoopy-Soft-Case-Cover-Holder-i.48030152.7938204153?position=88,7938204153
90,ปลอกผ้านวมย้อมสี แบบเรียบ มีซิป  Cotton Silk 800 เส้น กันไรฝุ่น  Blue sleep,0,ร้านแนะนำ,4.8182,130.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/6e1ff722c2e99821e4edf6b31559046c_tn,https://shopee.co.th//ปลอกผ้านวมย้อมสี-แบบเรียบ-มีซิป-Cotton-Silk-800-เส้น-กันไรฝุ่น-Blue-sleep-i.250671427.8715647156?position=89,8715647156
91,กางเกงในผู้ชาย กางเกงในกีฬา เนื้อผ้าเย็น[Ice silk] ของแท้100% ป้องกันแบคทีเรีย MiiOW กางเกงในชาย กางเกงชั้นใสชาย,0,ร้านแนะนำ,4.803,1900.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/f9a96316fcb25211fc34ad5b00321c09_tn,https://shopee.co.th//กางเกงในผู้ชาย-กางเกงในกีฬา-เนื้อผ้าเย็น-Ice-silk-ของแท้100-ป้องกันแบคทีเรีย-MiiOW-กางเกงในชาย-กางเกงชั้นใสชาย-i.95544512.9102275562?position=90,9102275562
92,(EP.2)หน้ากากผ้าไหมมัลเบอรรี่ ขนาดเล็ก 3 ชั้นมีช่องใส่ฟิลเตอร์ So Silk Mulberry Silk Face Mask แมสผ้าไหมมัลเบอรี่ sosilk,0,ร้านแนะนำ,4.5833,37.0,จังหวัดสมุทรสาคร,https://cf.shopee.co.th/file/11b25e8c0205353a98369fd837986b6c_tn,https://shopee.co.th//(EP.2)หน้ากากผ้าไหมมัลเบอรรี่-ขนาดเล็ก-3-ชั้นมีช่องใส่ฟิลเตอร์-So-Silk-Mulberry-Silk-Face-Mask-แมสผ้าไหมมัลเบอรี่-sosilk-i.281773817.8200008610?position=91,8200008610
93,ผ้าสะท้อนน้ำ cotton silk  เนื้อเบา สำหรับทำแมส กรองฝุ่น pm 2.5 ได้,0,ร้านแนะนำ,4.949,349.0,จังหวัดเชียงราย,https://cf.shopee.co.th/file/00764863deaf98471458edc3b4439544_tn,https://shopee.co.th//ผ้าสะท้อนน้ำ-cotton-silk-เนื้อเบา-สำหรับทำแมส-กรองฝุ่น-pm-2.5-ได้-i.69534813.4277028691?position=92,4277028691
94,ยางรัดผมผ้าไหม mulberry แท้ 💯% pure mulberry silk scrunchie จาก Italy🇮🇹*รับประกันยางยืดย้วยยาก,0,ร้านแนะนำ,4.9167,82.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/415897faf854e1b9f25c3c24220864ea_tn,https://shopee.co.th//ยางรัดผมผ้าไหม-mulberry-แท้-💯-pure-mulberry-silk-scrunchie-จาก-Italy🇮🇹*รับประกันยางยืดย้วยยาก-i.44951119.7489856941?position=93,7489856941
95,ชุดนอน Silk Satin เกรดพรีเมี่ยม แขนสั้น-ขาสั้น ทูโทนสีพื้น,0,ร้านแนะนำ,4.9014,139.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/110ba5a4aacfe2f5694fa830f2a55c83_tn,https://shopee.co.th//ชุดนอน-Silk-Satin-เกรดพรีเมี่ยม-แขนสั้น-ขาสั้น-ทูโทนสีพื้น-i.241413991.6580409066?position=94,6580409066
96,ผ้า cotton silk กันน้ำ กันไรฝุ่น หน้ากว้าง 250 C.M.,0,general,5.0,91.0,จังหวัดสระบุรี,https://cf.shopee.co.th/file/985c54a73e217428804e9e52dd3d3454_tn,https://shopee.co.th//ผ้า-cotton-silk-กันน้ำ-กันไรฝุ่น-หน้ากว้าง-250-C.M.-i.125409834.3546736782?position=95,3546736782
97,ROTO 072 ลิปเนื้อกำมะหยี่ เนื้อครีมมี่ นุ่มละมุน เบลอปากสวย สีชัด ติดทน Silk Satin Soft Fog Velvet Lip Glaze,0,ร้านแนะนำ,4.9009,392.0,จังหวัดนนทบุรี,https://cf.shopee.co.th/file/6b502250075be6b62f0529eaec34622e_tn,https://shopee.co.th//ROTO-072-ลิปเนื้อกำมะหยี่-เนื้อครีมมี่-นุ่มละมุน-เบลอปากสวย-สีชัด-ติดทน-Silk-Satin-Soft-Fog-Velvet-Lip-Glaze-i.140818603.4883823664?position=96,4883823664
98,ผ้าพันคอคลุมไหล่ ผ้าไหม Silk ลายช้าง ผ้าคลุมไหล่ เนื้อนุ่มลื่นดุจแพรไหม,0,general,4.9091,61.0,จังหวัดกรุงเทพมหานคร,https://cf.shopee.co.th/file/00782691498a9c0400919e49249ca856_tn,https://shopee.co.th//ผ้าพันคอคลุมไหล่-ผ้าไหม-Silk-ลายช้าง-ผ้าคลุมไหล่-เนื้อนุ่มลื่นดุจแพรไหม-i.78632084.6319486533?position=97,6319486533
99,💥พร้อมส่ง💥Slip Silk Holiday Set 2020 ขายแยก,0,ร้านแนะนำ,4.881,102.0,จังหวัดสมุทรปราการ,https://cf.shopee.co.th/file/25918cac07b6f6b63bff232da243d464_tn,https://shopee.co.th//💥พร้อมส่ง💥Slip-Silk-Holiday-Set-2020-ขายแยก-i.59311125.4058999465?position=98,4058999465
100,[cotton Silk][โครงจมูก][หน้ากากผ้า]หน้ากากผ้า หน้ากากอนามัยพร้อมสายคล้องคอ+ลวดโครงจมูก [3 ชั้น] เเมสคล้องคอผ้าสะท้อนน้ำ,0,ร้านแนะนำ,4.7775,9400.0,จังหวัดเชียงใหม่,https://cf.shopee.co.th/file/335f538ea7eb8c508035f5f45348243e_tn,https://shopee.co.th//-cotton-Silk-โครงจมูก-หน้ากากผ้า-หน้ากากผ้า-หน้ากากอนามัยพร้อมสายคล้องคอ-ลวดโครงจมูก-3-ชั้น-เเมสคล้องคอผ้าสะท้อนน้ำ-i.208202063.4677712742?position=99,4677712742
101,"พร้อมส่ง! Unicharm Mask pm2.5 หน้ากาก ยูนิชาร์ม 3D, Silk Touch 1กล่อง มี 30ชิ้น, 1ถุง 7ชิ้น ของแท้ Made in Japan🇯🇵",0,ร้านแนะนำ,4.7929,526.0,จังหวัดปทุมธานี,https://cf.shopee.co.th/file/731566eda0b59119656a92134551f6bf_tn,https://shopee.co.th//พร้อมส่ง!-Unicharm-Mask-pm2.5-หน้ากาก-ยูนิชาร์ม-3D-Silk-Touch-1กล่อง-มี-30ชิ้น-1ถุง-7ชิ้น-ของแท้-Made-in-Japan🇯🇵-i.153460223.3670252243?position=100,3670252243
